hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,no,yes,12years,white,no,46.0,0,0,1.0,south,0
no,no,no,12years,white,no,36.0,0,0,0.0,south,0
no,no,no,12years,white,no,47.0,0,0,0.0,south,0
no,yes,yes,16years,white,no,4.0,1,0,4.5,south,40
no,yes,no,13-15years,white,no,33.0,0,0,0.0,west,36
yes,yes,yes,13-15years,white,yes,20.0,1,1,27.0,west,40
no,yes,yes,16years,black,no,11.0,1,0,17.875,west,40
no,yes,no,>16years,white,no,36.0,0,0,30.0,west,25
yes,no,yes,13-15years,white,no,18.0,1,1,40.0,west,10
no,no,no,13-15years,white,no,27.0,0,0,56.784,west,34
no,yes,yes,13-15years,white,no,23.0,1,0,40.0,west,40
no,yes,yes,>16years,white,no,21.0,1,1,40.0,west,40
no,yes,no,12years,white,no,14.0,2,0,87.0,west,0
yes,no,yes,13-15years,white,no,29.0,0,0,16.64,west,20
yes,yes,yes,12years,white,no,28.0,0,0,60.0,west,56
no,no,no,12years,white,no,39.0,0,0,73.0,west,40
no,yes,no,9-11years,white,no,32.5,0,0,32.0,west,40
no,no,no,12years,white,yes,46.0,0,0,0.0,west,0
no,yes,no,12years,white,yes,6.0,0,0,13.0,west,40
yes,no,yes,>16years,white,no,40.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,34.0,0,0,50.0,west,55
no,no,no,13-15years,white,no,36.0,0,0,0.0,west,15
yes,no,yes,13-15years,white,no,29.0,0,0,65.0,west,45
no,yes,no,12years,white,no,18.0,1,1,41.075,west,40
no,yes,yes,12years,white,no,35.0,0,0,51.0,west,35
yes,no,yes,12years,white,no,43.0,0,0,9.4,west,40
yes,no,yes,13-15years,white,no,12.0,2,1,17.0,west,18
yes,no,yes,12years,white,no,26.0,1,1,50.0,west,40
yes,no,yes,12years,white,no,21.0,2,2,40.928,west,40
no,yes,no,16years,white,no,20.0,0,2,0.0,west,20
no,yes,no,13-15years,white,no,31.0,0,1,50.0,west,4
yes,yes,yes,16years,white,no,24.0,0,2,55.0,west,40
no,yes,yes,>16years,white,no,35.0,0,0,59.0,west,50
yes,yes,yes,>16years,white,no,23.0,0,2,43.5,west,47
yes,yes,yes,13-15years,white,no,33.0,0,0,49.0,west,45
yes,yes,yes,13-15years,white,no,33.0,0,0,42.0,west,35
yes,no,yes,<9years,white,no,20.0,1,1,42.0,west,0
no,no,yes,13-15years,white,no,7.0,2,0,15.5,west,15
no,yes,no,13-15years,white,no,17.0,0,2,23.0,west,40
yes,no,yes,>16years,white,yes,7.0,1,2,25.0,west,18
no,yes,no,13-15years,white,no,18.0,1,1,0.0,west,24
yes,no,yes,12years,white,no,16.0,1,3,49.0,west,0
no,yes,no,13-15years,white,no,27.0,0,2,0.441,west,40
no,no,no,12years,white,yes,32.0,0,0,0.0,west,0
no,yes,no,<9years,white,yes,31.0,0,0,0.0,west,40
yes,no,yes,16years,white,no,11.0,2,0,26.0,west,40
no,no,no,12years,white,no,15.0,0,1,17.0,west,0
no,no,no,16years,white,no,23.0,0,2,99.999,west,30
yes,no,yes,16years,white,no,28.0,0,0,80.0,west,0
no,no,no,13-15years,white,no,43.0,0,0,16.0,west,0
yes,no,yes,9-11years,white,no,45.5,0,0,64.0,west,0
yes,no,yes,13-15years,white,no,26.0,0,1,60.0,west,30
no,no,no,13-15years,white,no,21.0,0,2,27.0,west,5
no,yes,yes,>16years,white,no,32.0,0,0,66.0,west,50
no,yes,no,>16years,white,no,13.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,no,20.0,0,1,62.0,west,40
yes,yes,yes,13-15years,white,no,28.0,0,2,42.0,west,25
no,no,no,12years,white,no,47.0,0,0,0.15,west,0
yes,yes,yes,12years,white,no,36.0,0,0,5.0,west,20
no,no,no,<9years,white,yes,22.0,0,1,0.0,west,40
no,yes,no,<9years,white,yes,21.0,0,1,10.5,west,32
no,no,no,9-11years,white,no,17.5,1,0,13.0,west,0
no,yes,no,13-15years,white,no,17.0,0,1,6.76,west,50
no,no,no,13-15years,white,no,13.0,2,0,24.0,west,30
no,no,no,<9years,white,yes,22.0,0,3,20.0,west,0
no,no,yes,<9years,white,yes,33.0,1,2,24.8,west,0
no,yes,no,12years,white,yes,32.0,0,0,0.0,west,40
no,no,no,9-11years,white,yes,20.5,0,4,20.0,west,0
no,no,no,<9years,white,yes,37.0,0,2,18.0,west,0
yes,no,yes,12years,white,yes,7.0,2,0,76.0,west,40
yes,no,yes,<9years,white,yes,22.0,0,3,18.8,west,40
no,no,no,<9years,white,no,25.0,0,4,5.2,west,0
no,no,no,<9years,white,yes,11.0,0,0,12.0,west,40
no,yes,yes,16years,white,no,21.0,0,0,51.0,west,50
yes,no,yes,9-11years,white,no,15.5,1,1,42.0,west,40
yes,no,yes,16years,white,no,40.0,0,0,0.0,west,0
no,yes,yes,>16years,white,no,17.0,0,0,45.0,west,50
yes,no,yes,>16years,white,no,23.0,0,3,99.999,west,40
no,yes,no,12years,white,yes,16.0,0,0,40.0,west,40
no,yes,no,13-15years,white,no,13.0,0,0,0.0,west,50
no,no,no,13-15years,white,yes,6.0,0,1,12.8,west,35
no,yes,yes,12years,white,yes,25.0,0,1,18.0,west,40
no,no,no,13-15years,white,no,28.0,0,3,12.0,west,4
no,no,no,13-15years,white,no,13.0,0,0,0.0,west,20
yes,no,yes,13-15years,white,yes,23.0,0,4,76.0,west,30
no,no,no,12years,white,no,47.0,0,0,0.0,west,0
no,yes,yes,16years,white,no,4.0,0,0,99.999,west,40
no,no,no,12years,white,no,39.0,0,0,60.0,west,0
no,yes,no,13-15years,white,no,34.0,0,0,23.0,west,40
no,no,no,16years,white,no,30.0,0,0,22.0,west,40
no,no,yes,16years,white,yes,21.0,2,0,99.999,west,0
no,no,no,12years,white,no,33.0,0,0,0.0,west,0
no,no,no,12years,white,no,43.0,0,0,17.0,west,40
no,no,no,9-11years,white,yes,5.5,2,0,23.0,west,0
no,no,no,<9years,white,no,23.0,1,4,0.0,west,0
yes,no,yes,12years,white,no,19.0,0,1,40.0,west,40
no,no,no,13-15years,white,no,15.0,1,2,18.0,west,42
yes,no,yes,16years,white,no,12.0,0,0,20.8,west,35
no,yes,yes,12years,white,no,36.0,0,0,0.0,west,40
no,no,no,12years,white,no,5.0,0,0,15.0,west,40
yes,no,yes,13-15years,white,no,17.0,0,2,48.0,west,45
yes,no,yes,13-15years,white,no,11.0,2,1,50.0,west,25
yes,yes,yes,16years,white,no,8.0,1,0,40.436,west,40
no,yes,yes,13-15years,white,no,15.0,1,0,53.0,west,57
yes,no,yes,13-15years,white,no,17.0,0,2,28.6,west,40
no,no,no,12years,other,no,47.0,0,0,0.0,west,0
no,no,no,9-11years,white,no,11.5,1,1,5.1,west,25
yes,no,yes,13-15years,white,no,39.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,21.0,0,2,36.0,west,20
no,yes,yes,12years,white,no,26.0,0,1,0.0,west,40
yes,yes,yes,13-15years,white,no,28.0,0,0,46.0,west,40
yes,yes,yes,16years,white,no,25.0,0,1,30.0,west,45
yes,no,yes,12years,white,no,29.0,0,1,13.0,west,0
yes,yes,yes,16years,white,no,21.0,0,3,40.0,west,43
yes,no,yes,12years,white,no,18.0,0,2,50.0,west,30
no,yes,no,13-15years,white,no,26.0,0,1,45.0,west,40
yes,no,yes,13-15years,white,no,15.0,1,2,81.211,west,0
yes,no,yes,12years,white,no,29.0,0,1,38.0,west,24
yes,no,yes,>16years,white,no,16.0,1,2,50.0,west,40
yes,no,yes,12years,white,no,46.0,0,0,25.0,west,0
no,yes,no,13-15years,white,no,20.0,0,2,20.94,west,40
no,no,no,<9years,white,no,40.0,0,3,0.0,west,0
yes,yes,yes,>16years,white,yes,29.0,0,0,42.797,west,50
no,yes,no,12years,white,no,10.0,2,0,0.0,west,40
no,no,no,<9years,white,yes,31.0,1,1,0.0,west,0
no,no,no,16years,white,no,43.0,0,0,0.0,west,0
no,no,no,12years,white,no,12.0,2,0,85.0,west,0
yes,yes,yes,>16years,white,no,34.0,0,0,99.999,west,40
yes,no,yes,13-15years,white,no,6.0,1,2,57.0,west,40
no,yes,no,13-15years,white,no,9.0,1,2,0.0,west,40
no,yes,no,13-15years,white,no,20.0,0,1,45.0,west,40
no,yes,no,13-15years,white,no,34.0,0,0,67.6,west,40
yes,no,yes,12years,white,no,19.0,1,1,94.0,west,0
yes,no,yes,>16years,white,no,7.0,0,0,49.2,west,0
no,yes,no,13-15years,white,no,33.0,0,0,8.4,west,50
no,yes,no,13-15years,white,no,16.0,0,0,60.0,west,40
yes,no,yes,13-15years,white,no,17.0,0,1,40.3,west,32
yes,no,yes,16years,white,no,21.0,1,1,19.262,west,12
no,yes,yes,9-11years,white,no,36.5,0,0,32.0,west,40
no,yes,yes,16years,white,no,29.0,0,1,32.0,west,40
yes,no,yes,16years,white,no,26.0,0,4,41.0,west,40
no,yes,no,16years,white,no,33.0,0,0,5.1,west,35
no,no,no,13-15years,white,no,32.0,0,0,0.0,west,0
no,yes,no,13-15years,white,no,22.0,0,1,40.0,west,40
no,no,no,13-15years,white,no,27.0,0,0,0.0,west,40
yes,no,yes,>16years,white,no,8.0,2,0,99.999,west,0
no,yes,no,16years,white,no,41.0,0,0,0.0,west,40
no,no,no,<9years,white,no,22.0,1,1,12.0,west,40
yes,no,yes,13-15years,white,no,40.0,0,0,0.0,west,0
no,no,no,13-15years,white,no,20.0,1,0,99.999,west,0
no,no,no,16years,white,no,16.0,1,1,0.0,west,0
yes,yes,yes,16years,white,no,25.0,0,1,60.0,west,40
no,yes,no,13-15years,white,no,13.0,0,0,52.0,west,43
no,no,no,16years,white,no,29.0,0,0,0.0,west,0
yes,no,yes,12years,white,no,22.0,0,3,60.0,west,40
no,no,no,16years,white,no,32.0,0,0,38.063,west,0
yes,no,yes,13-15years,white,no,17.0,0,3,37.0,west,45
yes,yes,yes,16years,white,no,34.0,0,0,50.0,west,45
yes,no,yes,13-15years,white,no,20.0,0,3,45.041,west,40
yes,no,yes,13-15years,white,no,26.0,0,1,45.729,west,0
yes,no,yes,<9years,white,yes,22.0,2,1,9.6,west,0
no,no,no,12years,white,no,21.0,1,0,12.6,west,0
yes,no,yes,13-15years,white,no,44.0,0,0,47.5,west,0
yes,no,yes,13-15years,white,no,41.0,0,0,15.99,west,0
yes,no,yes,>16years,white,yes,18.0,0,2,60.0,west,35
no,no,no,9-11years,white,yes,11.5,2,0,0.0,west,35
yes,no,yes,13-15years,white,no,11.0,1,0,27.5,west,0
no,yes,no,16years,white,no,8.0,0,0,0.0,west,45
no,yes,yes,<9years,white,yes,28.0,0,2,21.0,west,40
no,yes,no,>16years,white,no,9.0,2,0,0.0,west,50
yes,no,yes,12years,white,no,24.0,1,0,32.0,west,40
no,yes,no,12years,white,no,26.0,0,3,34.0,west,40
no,no,no,13-15years,white,no,15.0,0,2,40.0,west,30
yes,no,yes,12years,white,no,5.0,1,0,37.0,west,20
no,yes,no,13-15years,white,no,28.0,0,1,8.2,west,36
yes,yes,yes,13-15years,white,no,24.0,0,2,35.0,west,40
no,yes,yes,12years,white,no,9.0,0,0,31.0,west,40
no,yes,no,13-15years,white,no,7.0,0,0,16.0,west,44
no,yes,no,13-15years,white,no,44.0,0,0,0.0,west,35
yes,no,yes,13-15years,white,no,20.0,0,2,33.533,west,44
yes,no,yes,13-15years,white,no,25.0,0,1,59.056,west,0
no,yes,yes,>16years,white,no,17.0,0,0,12.96,west,46
yes,no,yes,13-15years,white,no,16.0,2,5,19.7,west,0
no,no,no,<9years,white,yes,22.0,0,5,10.5,west,0
no,no,no,<9years,white,no,37.0,0,4,0.0,west,30
no,no,no,13-15years,white,no,43.0,0,0,14.5,west,0
yes,no,yes,16years,white,no,34.0,0,0,0.0,west,45
yes,yes,yes,13-15years,white,no,18.0,0,2,41.0,west,27
yes,no,yes,16years,white,no,15.0,1,1,39.0,west,0
yes,no,yes,12years,white,no,35.0,0,0,36.0,west,35
no,yes,no,12years,white,no,13.0,0,0,10.0,west,40
no,yes,no,13-15years,white,no,24.0,0,2,0.0,west,30
no,yes,no,13-15years,white,no,17.0,2,2,0.0,west,30
yes,no,yes,12years,white,no,19.0,2,0,30.0,west,15
no,no,no,13-15years,white,no,19.0,2,0,0.0,west,0
no,yes,yes,16years,white,no,5.0,0,0,27.7,west,40
no,yes,no,16years,white,no,10.0,2,0,34.0,west,40
yes,no,yes,13-15years,white,no,20.0,0,0,30.0,west,40
no,yes,no,13-15years,white,no,2.0,0,0,5.0,west,40
no,yes,no,16years,white,no,10.0,1,0,18.5,west,40
no,yes,no,12years,white,no,9.0,2,0,24.0,west,40
no,yes,no,13-15years,white,no,4.0,1,0,23.0,west,40
yes,no,yes,12years,white,no,8.0,1,1,25.0,west,0
yes,no,yes,12years,white,no,22.0,1,2,18.0,west,0
yes,no,yes,16years,white,no,20.0,0,2,74.0,west,60
yes,yes,yes,16years,white,no,23.0,0,1,31.2,west,40
yes,no,yes,12years,white,no,38.0,0,0,37.0,west,0
no,no,no,13-15years,white,no,31.0,0,0,36.0,west,32
yes,yes,yes,13-15years,white,no,14.0,1,0,25.0,west,40
no,yes,no,12years,white,no,3.0,1,0,15.2,west,35
yes,no,yes,13-15years,white,no,9.0,2,1,27.0,west,0
yes,no,yes,13-15years,white,no,24.0,1,3,28.0,west,0
yes,no,yes,12years,white,no,14.0,0,1,39.0,west,40
no,yes,no,16years,white,no,25.0,0,1,56.0,west,32
yes,no,yes,13-15years,white,no,22.0,0,2,55.0,west,40
yes,no,yes,12years,white,no,24.0,0,0,42.0,west,40
no,no,no,12years,white,no,41.0,0,0,19.75,west,40
yes,no,yes,16years,white,no,9.0,0,0,24.594,west,40
yes,yes,yes,13-15years,white,no,21.0,0,1,54.473,west,40
yes,no,yes,12years,white,no,41.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,21.0,0,3,50.0,west,0
no,no,no,13-15years,white,no,3.0,0,0,8.0,west,40
yes,yes,yes,16years,white,no,21.0,1,1,31.6,west,40
yes,yes,yes,16years,white,no,28.0,0,0,53.0,west,60
no,no,no,9-11years,white,no,47.5,0,0,1.08,west,0
yes,yes,yes,12years,white,no,47.0,0,0,10.0,west,32
no,no,no,12years,white,yes,5.0,1,0,7.6,west,0
yes,yes,yes,13-15years,white,no,44.0,0,0,0.0,west,20
no,yes,no,13-15years,white,no,40.0,0,0,0.0,west,20
no,no,no,12years,white,yes,32.0,0,0,42.0,west,30
yes,yes,yes,13-15years,white,yes,17.0,1,1,30.0,west,40
yes,no,yes,16years,white,yes,15.0,2,0,50.0,west,0
yes,yes,yes,16years,white,no,21.0,0,3,36.0,west,60
yes,no,yes,13-15years,white,yes,17.0,0,3,40.0,west,30
yes,no,yes,16years,white,no,18.0,0,1,73.7,west,45
yes,no,yes,<9years,white,no,24.0,1,2,20.0,west,40
no,no,no,9-11years,white,yes,22.5,0,1,19.0,west,30
no,no,no,13-15years,white,no,19.0,0,1,37.0,west,40
yes,no,yes,12years,white,no,22.0,0,1,25.0,west,32
yes,yes,yes,13-15years,white,no,37.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,yes,9.0,2,0,23.0,west,0
yes,no,yes,12years,white,no,45.0,0,0,70.0,west,0
no,yes,no,16years,white,no,11.0,0,0,19.0,west,40
no,yes,yes,>16years,white,no,8.0,0,0,32.0,west,50
yes,yes,yes,13-15years,white,no,13.0,0,0,49.5,west,50
no,no,no,13-15years,black,no,15.0,0,2,31.0,west,19
no,no,no,9-11years,black,no,20.5,0,3,15.0,west,0
no,no,no,12years,other,no,20.0,2,1,14.0,west,0
yes,no,yes,<9years,white,no,11.0,2,0,25.0,west,45
yes,no,yes,13-15years,white,no,33.0,0,1,90.0,west,0
no,yes,yes,12years,white,no,32.0,0,0,65.0,west,60
yes,no,yes,>16years,white,no,7.0,1,0,40.0,west,40
yes,no,yes,<9years,white,no,48.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,23.0,0,1,37.0,west,40
no,yes,yes,16years,white,no,27.0,0,0,19.0,west,40
yes,no,yes,13-15years,white,no,24.0,0,1,32.0,west,32
yes,no,yes,12years,white,no,33.0,0,1,54.763,west,40
no,yes,no,16years,white,no,16.0,1,0,46.6,west,20
yes,no,yes,16years,white,no,19.0,0,2,90.0,west,35
yes,yes,yes,16years,white,no,18.0,0,2,52.0,west,30
yes,no,yes,13-15years,white,no,18.0,0,2,25.056,west,35
no,no,no,12years,white,no,38.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,9.0,1,2,37.0,west,0
no,yes,no,12years,white,no,43.0,0,0,0.0,west,0
no,no,no,12years,white,no,24.0,0,0,0.0,west,30
no,yes,no,16years,white,no,41.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,no,27.0,0,1,0.0,west,0
no,no,no,13-15years,white,no,41.0,0,0,2.0,west,35
no,yes,yes,13-15years,white,no,26.0,0,0,85.0,west,20
no,no,yes,16years,white,yes,16.0,0,2,74.0,west,32
yes,no,yes,16years,white,no,14.0,2,0,23.0,west,40
no,no,no,12years,white,yes,26.0,0,0,0.0,west,50
yes,no,yes,>16years,white,no,18.0,0,0,74.0,west,40
yes,no,yes,12years,white,no,21.0,0,0,30.485,west,0
yes,yes,yes,9-11years,white,no,39.5,0,0,90.0,west,0
yes,yes,yes,9-11years,white,no,21.5,0,1,32.0,west,40
yes,no,yes,16years,white,no,18.0,0,1,45.0,west,20
yes,no,yes,13-15years,white,no,27.0,0,0,72.0,west,0
yes,yes,yes,16years,white,no,20.0,0,2,50.0,west,35
no,yes,yes,12years,white,no,28.0,0,0,25.0,west,40
yes,yes,yes,16years,white,no,36.0,0,0,15.8,west,40
no,yes,no,13-15years,white,no,16.0,0,3,6.0,west,38
no,no,no,12years,white,no,26.0,0,0,18.0,west,40
no,yes,no,13-15years,white,no,2.0,1,0,11.104,west,40
yes,yes,yes,16years,white,no,32.0,0,1,31.0,west,40
yes,yes,yes,12years,white,no,28.0,0,0,50.0,west,40
yes,yes,yes,16years,white,no,33.0,0,0,40.0,west,50
yes,no,yes,16years,white,no,25.0,0,1,71.0,west,30
yes,no,yes,12years,white,no,6.0,0,0,30.0,west,40
no,no,no,13-15years,white,no,37.0,0,0,14.56,west,40
yes,no,yes,12years,white,no,15.0,1,0,34.0,west,40
yes,no,yes,9-11years,white,no,45.5,0,0,0.0,west,0
no,no,no,13-15years,white,no,27.0,0,1,8.8,west,30
yes,no,yes,13-15years,white,no,37.0,0,0,75.0,west,0
yes,yes,yes,16years,white,no,18.0,1,2,28.0,west,20
no,no,no,12years,white,no,15.0,3,4,0.0,west,0
no,yes,no,12years,white,no,17.0,0,1,12.0,west,40
yes,no,yes,12years,white,no,7.0,1,0,14.4,west,40
yes,no,yes,12years,white,no,37.0,0,0,40.5,west,20
yes,no,yes,12years,white,yes,41.0,0,0,0.0,west,0
yes,no,yes,12years,white,no,37.0,0,0,0.0,west,0
no,no,no,13-15years,white,no,24.0,0,2,53.0,west,0
no,no,no,13-15years,white,no,21.0,0,1,40.381,west,32
yes,no,yes,13-15years,white,no,38.0,0,0,46.0,west,20
yes,no,yes,16years,white,no,17.0,0,2,57.0,west,0
no,no,no,12years,other,no,15.0,0,1,8.4,west,40
yes,no,yes,12years,white,no,3.0,0,0,8.805,west,45
yes,no,yes,13-15years,white,no,9.0,1,1,25.0,west,0
no,no,no,13-15years,white,no,15.0,2,3,39.0,west,37
yes,yes,yes,12years,white,no,43.0,0,0,0.0,west,40
no,no,no,12years,white,no,12.0,1,0,0.0,west,25
yes,no,yes,12years,white,no,23.0,0,3,35.0,west,0
yes,no,yes,13-15years,white,no,30.0,0,0,5.0,west,45
yes,no,yes,12years,white,no,47.0,0,0,14.0,west,0
no,yes,no,13-15years,white,no,25.0,0,0,40.0,west,40
no,yes,no,16years,white,no,16.0,1,0,33.0,west,40
no,yes,yes,16years,white,no,32.0,0,0,33.0,west,45
yes,yes,yes,13-15years,white,no,3.0,0,0,36.0,west,40
yes,yes,yes,>16years,white,no,24.0,0,2,30.0,west,40
yes,no,yes,16years,white,no,12.0,0,2,34.082,west,40
yes,no,yes,13-15years,white,no,25.0,0,0,30.8,west,0
no,no,no,12years,white,no,45.0,0,0,0.0,west,8
yes,no,yes,13-15years,white,no,9.0,3,0,27.5,west,0
yes,no,yes,16years,white,no,36.0,0,0,9.7,west,50
yes,no,yes,12years,white,no,15.0,0,2,42.0,west,38
no,yes,no,13-15years,white,no,18.0,0,0,41.404,west,40
no,yes,no,12years,white,no,25.0,0,1,25.0,west,40
no,no,no,9-11years,other,no,41.5,0,0,0.0,west,40
no,yes,no,16years,white,no,27.0,0,0,0.0,west,50
yes,no,yes,12years,white,no,20.0,0,2,39.066,west,30
yes,no,yes,13-15years,white,no,3.0,0,0,27.0,west,30
yes,no,yes,16years,white,no,6.0,1,1,42.0,west,36
no,yes,no,13-15years,white,no,23.0,2,1,0.0,west,32
yes,no,yes,>16years,white,no,19.0,0,0,28.0,west,60
no,yes,yes,12years,white,no,28.0,0,0,19.0,west,40
no,no,no,12years,white,no,15.0,0,4,0.0,west,0
no,no,no,9-11years,white,no,43.5,0,0,0.0,west,0
no,yes,yes,13-15years,white,no,3.0,0,0,24.0,west,50
yes,no,yes,16years,white,no,10.0,0,2,33.0,west,16
yes,no,yes,13-15years,white,no,5.0,0,0,13.4,west,25
yes,no,yes,9-11years,white,no,40.5,0,0,20.0,west,0
no,yes,no,16years,white,no,23.0,0,0,35.0,west,40
yes,no,yes,12years,white,no,43.0,0,0,2.5,west,0
no,no,no,13-15years,white,no,17.0,1,1,19.0,west,24
yes,no,yes,13-15years,white,no,35.0,0,0,52.0,west,40
yes,no,yes,12years,white,no,47.0,0,0,0.0,west,0
no,no,no,12years,white,no,39.0,0,0,0.0,west,30
no,yes,no,16years,white,no,21.0,0,0,15.995,west,50
no,no,no,12years,white,no,19.0,0,2,0.0,west,0
no,yes,yes,>16years,white,no,19.0,0,2,42.091,west,40
yes,no,yes,13-15years,white,no,20.0,1,3,51.0,west,0
yes,no,yes,13-15years,white,no,2.0,0,0,25.0,west,20
no,no,no,13-15years,white,no,33.0,0,0,0.0,west,0
no,yes,no,9-11years,white,no,19.5,0,1,15.1,west,40
yes,yes,yes,16years,white,no,22.0,0,3,35.108,west,20
no,no,yes,13-15years,white,yes,0.0,0,0,15.0,west,40
yes,yes,yes,13-15years,white,yes,19.0,0,2,55.0,west,40
no,yes,yes,12years,white,no,31.0,0,0,40.0,west,40
no,no,no,13-15years,white,no,18.0,0,2,38.0,west,10
yes,no,yes,>16years,black,no,6.0,1,0,15.6,west,0
no,no,no,<9years,white,no,23.0,1,2,60.0,west,0
no,yes,no,13-15years,white,no,26.0,0,0,1.44,west,40
yes,no,yes,16years,white,no,12.0,0,2,60.0,west,20
no,no,no,>16years,white,no,15.0,1,2,36.0,west,50
no,no,yes,13-15years,white,no,8.0,1,0,30.0,west,0
no,no,no,16years,white,no,15.0,1,2,0.0,west,0
yes,yes,yes,13-15years,white,no,18.0,0,2,0.0,west,40
yes,no,yes,13-15years,white,no,19.0,0,2,70.0,west,0
no,yes,no,13-15years,white,no,39.0,0,0,5.1,west,40
no,no,no,13-15years,white,no,29.0,0,1,42.0,west,0
no,no,no,12years,white,no,25.0,1,1,15.0,west,0
no,no,no,>16years,white,no,29.0,0,1,70.0,west,40
no,yes,yes,12years,white,no,15.0,0,1,26.0,west,40
no,yes,yes,16years,white,no,24.0,1,1,52.0,west,45
no,yes,no,13-15years,white,no,24.0,0,0,42.0,west,50
no,no,no,12years,white,no,26.0,0,2,0.0,west,0
yes,no,yes,13-15years,white,no,20.0,0,2,36.646,west,0
no,yes,no,>16years,white,no,27.0,1,0,0.0,west,40
yes,no,yes,16years,white,no,33.0,0,0,25.0,west,0
no,no,no,12years,white,yes,40.0,0,0,25.0,west,0
no,no,no,12years,white,no,29.0,0,0,0.0,west,0
yes,no,yes,12years,white,no,8.0,1,0,32.0,west,40
yes,no,yes,12years,white,no,41.0,0,0,23.0,west,0
no,yes,no,12years,white,yes,34.0,0,0,20.0,west,40
no,no,no,9-11years,white,no,40.5,0,0,0.0,west,32
no,no,no,<9years,white,no,45.0,0,0,0.0,west,0
yes,yes,yes,13-15years,white,yes,12.0,3,0,40.0,west,20
no,yes,no,13-15years,white,yes,45.0,0,0,0.0,west,0
no,yes,yes,>16years,white,no,16.0,0,0,58.0,west,40
yes,no,yes,13-15years,white,no,13.0,1,0,25.0,west,0
no,no,no,16years,white,no,14.0,0,1,0.0,west,0
no,no,no,12years,white,yes,46.0,0,0,0.0,west,0
no,no,yes,13-15years,white,no,24.0,0,3,36.0,west,40
no,yes,no,13-15years,white,no,15.0,1,1,0.0,west,40
no,no,no,16years,white,no,15.0,0,2,47.0,west,40
no,yes,yes,9-11years,white,no,37.5,0,0,37.0,west,40
no,yes,no,9-11years,white,no,28.5,1,0,0.0,west,30
yes,no,yes,13-15years,white,no,23.0,0,2,51.22,west,18
yes,no,yes,12years,white,no,46.0,0,0,10.4,west,0
yes,no,yes,<9years,white,yes,18.0,1,1,25.0,west,0
yes,no,yes,13-15years,white,yes,10.0,1,1,0.0,west,0
yes,no,yes,13-15years,white,no,18.0,0,2,57.0,west,40
yes,no,yes,12years,white,no,16.0,1,0,18.0,west,60
no,yes,yes,13-15years,white,no,15.0,1,2,30.0,west,40
yes,no,yes,12years,white,no,43.0,0,0,25.0,west,0
no,no,no,9-11years,white,yes,21.5,2,0,12.0,west,0
yes,no,yes,12years,white,yes,30.0,0,1,20.634,west,0
no,no,no,13-15years,white,no,21.0,0,1,26.0,west,0
yes,no,yes,<9years,white,yes,39.0,0,0,18.0,west,0
no,yes,no,9-11years,white,yes,15.5,0,1,0.0,west,48
yes,no,yes,9-11years,white,yes,15.5,1,4,38.0,west,0
yes,no,yes,12years,white,no,40.0,0,0,32.0,west,20
yes,no,yes,12years,white,no,47.0,0,0,24.0,west,0
no,no,no,<9years,white,yes,41.0,0,0,0.0,west,0
yes,yes,yes,13-15years,white,no,27.0,2,0,42.0,west,40
no,no,no,<9years,white,yes,13.0,2,0,17.0,west,0
yes,no,yes,9-11years,white,yes,22.5,0,4,9.6,west,40
no,no,no,12years,white,yes,6.0,1,0,10.8,west,0
yes,no,yes,13-15years,white,yes,8.0,1,4,30.0,west,10
yes,no,yes,<9years,white,yes,47.0,0,0,8.0,west,0
yes,no,yes,<9years,white,yes,20.0,1,2,28.0,west,0
yes,no,yes,13-15years,white,yes,10.0,2,1,25.0,west,0
no,no,no,<9years,white,yes,33.0,0,0,0.0,west,40
no,no,no,9-11years,white,yes,29.5,0,0,0.0,west,0
no,yes,no,13-15years,white,no,15.0,2,1,24.0,west,40
no,no,no,9-11years,white,no,48.5,0,0,0.0,west,25
yes,no,yes,13-15years,white,no,40.0,0,0,0.0,west,0
no,yes,no,>16years,black,no,32.0,0,0,20.0,west,60
no,no,no,<9years,white,yes,34.0,0,2,0.0,west,0
no,no,no,<9years,white,yes,8.0,2,0,5.0,west,0
no,yes,no,9-11years,white,no,7.5,0,0,19.0,west,40
no,no,no,13-15years,white,yes,25.0,0,2,30.0,west,40
no,no,yes,<9years,white,yes,9.0,1,0,10.0,west,0
no,no,no,<9years,white,yes,22.0,2,4,0.0,west,0
yes,no,yes,16years,white,no,19.0,0,0,40.0,west,35
no,no,yes,<9years,white,yes,23.0,1,0,24.0,west,0
no,no,no,<9years,white,no,12.0,1,2,0.0,west,0
yes,no,yes,<9years,white,yes,18.0,2,2,12.393,west,0
no,no,no,12years,white,no,29.0,0,0,0.0,west,0
yes,yes,yes,>16years,white,no,29.0,0,0,5.0,west,35
no,no,no,12years,white,no,18.0,1,2,13.5,west,0
yes,yes,yes,13-15years,white,no,21.0,1,4,23.0,west,40
